incidentID,description,unitsString,longitude,latitude,inside_lemsa_raw,inside_lemsa_buffered,dist_m_to_boundary,google_maps
a881175c-2f88-40e6-b320-4fa78b697fd4,MEDICAL EMERGENCY,AMB 56-12,-76.362093,40.044447,False,True,631.7793435027545,"https://maps.google.com/?q=40.044447,-76.362093"
e2c983e5-a62d-409d-a032-ebee32a20156,MEDICAL EMERGENCY,AMB 06-1,-76.2942927,40.045358,False,True,85.21864711271633,"https://maps.google.com/?q=40.045358,-76.2942927"
afb20449-b7b7-4539-93e5-8f82dc6b09a1,MEDICAL EMERGENCY,MEDIC 06-7,-76.3065199,40.0313639,True,True,0.0,"https://maps.google.com/?q=40.0313639,-76.3065199"
1f8a596b-f2a9-4c84-a05a-4e5d3ac5fdc7,MEDICAL EMERGENCY,MEDIC 77-2,-76.351185,40.0473299,True,True,0.0,"https://maps.google.com/?q=40.0473299,-76.351185"
e7e91629-b35d-49cc-a9ac-8947eccc1a00,MEDICAL EMERGENCY,MEDIC 06-7,-76.3048697,40.0444892,True,True,0.0,"https://maps.google.com/?q=40.0444892,-76.3048697"
1f8f6802-d9d7-4834-8e79-528005cc761b,MEDICAL EMERGENCY,"MEDIC 06-7, MEDIC 06-8",-76.30628159999999,40.0411249,True,True,0.0,"https://maps.google.com/?q=40.0411249,-76.30628159999999"
3c57b183-4e88-4f8d-af83-8d6463612eba,MEDICAL EMERGENCY,MEDIC 06-9,-76.316192,40.038447,True,True,0.0,"https://maps.google.com/?q=40.038447,-76.316192"
4e3eb5c9-ea6d-48d2-b2a0-407a9e79f041,MEDICAL EMERGENCY,MEDIC 56-5,-76.1635655,39.897047,True,True,0.0,"https://maps.google.com/?q=39.897047,-76.1635655"
fcf3e508-f2fb-425c-9e49-1a7706083093,MEDICAL EMERGENCY,AMB 06-22,-76.3194182,40.01786020000001,True,True,0.0,"https://maps.google.com/?q=40.01786020000001,-76.3194182"
ce8825a4-1fdf-4866-a36d-cd837976a2ad,EMS ACTIVITY,INT 06-8,-76.3288056,40.0241874,True,True,0.0,"https://maps.google.com/?q=40.0241874,-76.3288056"
