n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,segment
10,0,2.9579857140750336,11.247562685243011,4.774189772918792,0.0,0.0,23.77803531101317,8.094495518512417,20.373080942436236,46,2023-03-02_S1
16,0,3.8379990893080063,9.527414564806929,5.140052452842461,0.0,0.0,21.117373152831835,9.560786149678487,26.41522423181562,46,2023-03-02_S2
1,0,3.2812649722870852,3.2812649722870852,3.2812649722870852,0.0,0.0,22.770693748235537,4.870590718093519,25.7074783229531,46,2023-03-03_S0
10,0,3.417509680122179,5.6397171204382825,4.42336687644585,0.0,0.0,21.04330796144027,9.49461885799463,23.70134452351234,46,2023-03-03_S1
7,0,3.5427287492838158,10.11005882065583,5.67034225848334,0.0,0.0,27.556255194911596,10.599011599436801,28.86679671807442,46,2023-03-04_S1
6,0,4.450738231645479,13.032772318374995,6.603689667671303,0.0,0.0,30.142543747039635,13.809011018674482,21.28258689857186,46,2023-03-04_S2
8,0,3.618492318341346,13.25586066440244,6.340465298770424,0.0,0.0,18.25284917505995,12.944321191893183,23.594509155639557,46,2023-03-05_S1
5,0,3.086477098660973,3.4495420044422165,3.073929124590799,0.0,0.0,20.088075289414224,3.1959814682185694,21.67823632260231,46,2023-03-05_S2
3,0,2.871031328467951,2.9012988311200107,2.8607690022467107,0.0,0.0,29.5506639403303,2.0777109694691673,17.42000620195654,46,2023-03-06_S0
5,0,2.9594359312380396,3.8344669150571353,2.9815459637050763,0.0,0.0,24.219320422105362,10.147143060650915,21.027989198340546,46,2023-03-06_S1
12,0,3.1638185584308816,5.148042171853319,3.8976134912705382,0.0,0.0,20.873313861338808,5.882733760446715,21.20996335599266,46,2023-03-06_S2
5,0,2.8738955151828023,6.480141974702134,3.775678262750469,0.0,0.0,20.395300942797185,4.799086377172808,25.909377353118856,46,2023-03-07_S0
4,0,5.8300838958970544,12.76418304332035,7.114004576708941,0.0,0.0,22.755812149386063,14.866331696430645,18.4297912694901,46,2023-03-07_S1
14,0,2.960191040772596,7.254841510369519,4.016835052347661,0.0,0.0,22.40233648213216,6.807029490457045,24.99990584614216,46,2023-03-07_S2
11,0,2.971490033219868,4.826238747874956,3.3969114019541493,0.0,0.0,17.031998151698836,4.5238334975775,29.660355040884095,46,2023-03-08_S0
15,0,2.4539158762456066,9.06609106071133,4.135248221459504,0.0,0.0,22.08877997593777,8.377461465052681,21.88028710289907,46,2023-03-08_S1
33,0,3.5427287492838158,6.139495589376239,4.170049318807214,0.0,0.0,19.27312566725722,7.767859938752732,20.87120697471893,46,2023-03-08_S2
13,0,3.683929762456432,6.174645555897688,3.87051103649096,0.0,0.0,24.458318175454426,6.419114777250604,28.797577289893717,46,2023-03-09_S0
11,0,3.378921214039226,4.425037794997261,4.154348498786233,0.0,0.0,22.53496168338988,7.502647296871151,22.474591841023955,46,2023-03-09_S1
15,0,3.3696927682321745,5.071425847329672,3.799875104684442,0.0,0.0,18.02187755364887,5.8954984955864225,23.05066740798322,46,2023-03-09_S2
6,0,4.207073663352035,6.0932884664518765,4.463235600619621,0.0,0.0,18.52900550132587,8.864447386033012,18.27064332319136,46,2023-03-10_S0
5,0,3.2505590575674423,10.404956987021286,5.63060266515862,0.0,0.0,23.305566653793107,15.670276576343193,23.59379140793042,46,2023-03-10_S1
8,0,2.979571686845709,7.7976225303926805,4.128857480704421,0.0,0.0,16.90908248925912,8.84014977436092,25.90189491120404,46,2023-03-10_S2
10,0,4.252579778214476,9.409028584663249,5.16786855412681,0.0,0.0,17.974807404010093,7.046315575209593,30.24138862790207,46,2023-03-11_S0
15,0,3.2505590575674423,4.182846460093573,3.3115232986770193,0.0,0.0,23.154493941110506,5.087656369652577,20.39770688062139,46,2023-03-11_S1
18,0,2.9295882994847764,10.135866368408651,4.633067274842087,0.0,0.0,21.580786971146843,10.250826582645203,21.15124489835834,46,2023-03-11_S2
16,0,4.102074549231184,14.079719583739765,5.918525701497776,0.0,0.0,23.839848987731706,11.909401735859435,22.85856738690503,46,2023-03-12_S1
22,0,3.0332783823181337,5.578846309455713,3.813932671824621,0.0,0.0,21.698421379085538,4.817941160137649,27.15697285240957,46,2023-03-12_S2
8,0,3.0844136770965562,4.824228240413386,3.4013390338851948,0.0,0.0,21.13802248803659,8.687113332834892,30.2538841025997,46,2023-03-13_S0
