variant_id,complexity,n_runs,mean_resp_time_norm,p50_resp_time_norm,p90_resp_time_norm,coverage_loss_mean_norm,coverage_loss_p90_norm,fairness_gap_norm,als_mismatch_rate_norm,unit_area_mismatch_rate_norm,shifts_norm,total_calls_norm,w_avg_p50_resp_min_norm,w_avg_p90_resp_min_norm,w_avg_avg_resp_min_norm,units_norm
ff_als_fairness_fairness,4,1,0.9136832180772385,0.9839455527053875,0.9179320242375069,1.0,1.0,0.32414198248787063,,,0.5,0.5,0.027397076324427335,0.10884821351781378,0.08451317355528297,0.5
ff_als_fairness_fairness_zone,5,1,0.9136832180772385,0.9839455527053875,0.9179320242375069,1.0,1.0,0.32414198248787063,,,0.5,0.5,0.027397076324427335,0.10884821351781378,0.08451317355528297,0.5
ff_als_fairness_zone,4,1,0.9143930193931037,0.9823833404307333,0.9173417514335651,1.0,1.0,0.32317218680541077,,,0.5,0.5,0.026962093836791993,0.10197390928129393,0.08413380511794362,0.5
ff_als_fairness_zone_2,4,1,0.9450173713609006,0.9793068985156026,0.9508194453680674,1.0,1.0,0.5345221542922879,,,0.5,0.5,0.03055081244766498,0.05616844063048967,0.05352648262144321,0.5
ff_als_guardrail,3,1,0.9450173713609006,0.9793068985156026,0.9508194453680674,1.0,1.0,0.5345221542922879,,,0.5,0.5,0.03055081244766498,0.05616844063048967,0.05352648262144321,0.5
ff_als_guardrail_fairness,4,1,0.9143930193931037,0.9823833404307333,0.9173417514335651,1.0,1.0,0.32317218680541077,,,0.5,0.5,0.026962093836791993,0.10197390928129393,0.08413380511794362,0.5
ff_als_guardrail_fairness_2,4,1,0.9450173713609006,0.9793068985156026,0.9508194453680674,1.0,1.0,0.5345221542922879,,,0.5,0.5,0.03055081244766498,0.05616844063048967,0.05352648262144321,0.5
ff_als_guardrail_fairness_fairness,5,1,0.9136832180772385,0.9839455527053875,0.9179320242375069,1.0,1.0,0.32414198248787063,,,0.5,0.5,0.027397076324427335,0.10884821351781378,0.08451317355528297,0.5
ff_als_guardrail_fairness_fairness_zone,6,1,0.9136832180772385,0.9839455527053875,0.9179320242375069,1.0,1.0,0.32414198248787063,,,0.5,0.5,0.027397076324427335,0.10884821351781378,0.08451317355528297,0.5
ff_als_guardrail_fairness_zone,5,1,0.9143930193931037,0.9823833404307333,0.9173417514335651,1.0,1.0,0.32317218680541077,,,0.5,0.5,0.026962093836791993,0.10197390928129393,0.08413380511794362,0.5
