n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
17,0,3.1054368573487716,4.321516308994657,3.328055130830765,0.0,0.0,20.448391362318574,6.354881384839359,24.174400232255962,46,780,1.5499999999999772,1.0969230769230764,1.0,2023-02-24_S1
1,0,14.859628671036727,14.859628671036727,14.859628671036727,0.0,0.0,34.14807125282094,34.38915918151409,22.121177464428676,46,48,1.3500000000000008,1.0,1.0,2023-02-25_S0
31,0,3.2887033299291604,12.398976572469039,6.337592102035919,0.0,0.0,21.566127244211742,12.951473306979278,33.67173767405277,46,1331,1.4500000000000313,1.120999248685198,1.0,2023-02-25_S2
26,0,3.6389837604643356,9.786207826041409,4.825622120579377,0.0,0.0,18.05513584753427,8.546829728091918,26.082930301238285,46,1138,1.3499999999999803,1.0450790861159867,1.0,2023-02-26_S0
4,0,4.763629956209831,8.914339606881455,5.38102167251645,0.0,0.0,17.253319682370275,11.64626914750174,34.3189810642136,46,185,1.5500000000000052,1.1878378378378378,1.0,2023-02-26_S1
6,0,3.888329290032635,6.1950200995556965,4.293740243127484,0.0,0.0,18.241426411867554,9.032533087182307,25.431596921311627,46,274,1.3500000000000043,1.0,1.0,2023-02-27_S0
1,0,2.1672748012073266,2.1672748012073266,2.1672748012073266,0.0,0.0,9.415350285199242,0.6807160679078529,45.6769747288485,46,48,1.5499999999999987,1.0499999999999992,1.0,2023-02-27_S1
1,0,2.0231459271602885,2.0231459271602885,2.0231459271602885,0.0,0.0,15.352364947674989,4.2474472272455115,13.577207078688485,46,48,1.450000000000001,1.0,1.0,2023-02-27_S2
9,0,2.839939968715,3.9444543945008292,2.9564963966222306,0.0,0.0,22.423109482933572,5.863932960499257,26.65161337895487,46,415,1.3500000000000103,1.0,1.0,2023-02-28_S0
13,0,3.295343560069289,7.006342666628031,4.806897191520749,0.0,0.0,17.11618460773099,13.559202864075079,26.254714575802304,46,600,1.5499999999999838,1.1000833333333315,1.0,2023-02-28_S1
16,0,3.37659626301712,6.887992989169131,3.9303173353757286,0.0,0.0,24.016503974140207,8.669698969810067,30.699098456049743,46,709,1.4500000000000188,1.1787023977432933,1.0,2023-02-28_S2
