n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment,policy_id
15,0,3.495540340594384,5.680840373956733,3.7570983648596865,46,673,1.4500000000000175,1.0858098068350661,1.0,2023-01-28_S2,type_pref_als
22,0,3.628517832911938,8.204177780241986,4.800324956744834,46,984,1.3499999999999917,1.026117886178865,1.0,2023-01-29_S0,type_pref_als
15,0,3.237398276904236,6.55325672550322,3.9357260341980114,46,695,1.54999999999998,1.123165467625907,1.0,2023-01-29_S1,type_pref_als
5,0,3.4814996128734386,8.8022860168201,5.08475359602488,46,230,1.4499999999999937,1.077391304347827,1.0,2023-01-29_S2,type_pref_als
9,0,2.8771699033791633,7.294039315653375,4.923696343833723,46,418,1.3500000000000105,1.0229665071770322,1.0,2023-01-30_S0,type_pref_als
5,0,4.060295910893782,6.2386957242570675,4.371116965863537,46,234,1.5500000000000065,1.0903846153846177,1.0,2023-01-30_S1,type_pref_als
36,0,3.2607063762012203,7.965192567051593,4.071675623553378,46,1529,1.450000000000016,1.1342707652059998,1.0,2023-01-30_S2,type_pref_als
8,0,4.171927989603464,10.548663144051549,6.216195719365557,46,356,1.550000000000004,1.104915730337073,1.0,2023-01-31_S1,type_pref_als
11,0,3.692042589428322,7.92769053391571,4.5528929358060015,46,488,1.4500000000000068,1.0097336065573768,1.0,2023-01-31_S2,type_pref_als
15,0,3.1359690649776755,6.025867445683116,3.8700128369783915,46,654,1.350000000000015,1.0,1.0,2023-02-01_S0,type_pref_als
8,0,3.664419457343749,11.804194442360988,6.332673235567564,46,370,1.550000000000002,1.0814864864864853,1.0,2023-02-01_S1,type_pref_als
35,0,4.240177746073519,10.14127654155226,5.265325209819826,46,1502,1.4500000000000195,1.1385818908122354,1.0,2023-02-01_S2,type_pref_als
12,0,3.2383493663175944,5.330571334940917,3.796208692124731,46,512,1.3500000000000127,1.0,1.0,2023-02-02_S0,type_pref_als
16,0,3.3895493452392316,6.785050277708029,4.801774746458516,46,722,1.5499999999999792,1.0765235457063593,1.0,2023-02-02_S1,type_pref_als
23,0,2.935518473722356,11.38261120280931,4.438825517977578,46,1014,1.4500000000000268,1.096893491124247,1.0,2023-02-02_S2,type_pref_als
13,0,2.944922802314035,4.206323749358778,2.891198917908983,46,588,1.350000000000014,1.0081632653061243,1.0,2023-02-03_S0,type_pref_als
24,0,3.5678958098330487,13.319818882678799,5.383368985937786,46,1080,1.549999999999971,1.0942592592592637,1.0,2023-02-03_S1,type_pref_als
13,0,3.5554316368707592,8.8767621514189,4.8436029312555045,46,576,1.4500000000000126,1.0561631944444478,1.0,2023-02-03_S2,type_pref_als
7,0,3.0002060230902536,3.142187904505148,2.5934397206595556,46,324,1.3500000000000072,1.0728395061728353,1.0,2023-02-04_S0,type_pref_als
7,0,4.5178074446983825,6.932906596350379,4.866556473681152,46,329,1.5500000000000078,1.099544072948332,1.0,2023-02-04_S1,type_pref_als
11,0,3.7606731645110396,5.752507696294823,4.355278778138996,46,513,1.4500000000000086,1.1510721247563276,1.0,2023-02-04_S2,type_pref_als
4,0,3.3528678830309846,4.724301643936032,3.4347884979018892,46,187,1.349999999999996,1.0,1.0,2023-02-05_S0,type_pref_als
7,0,3.423484738320008,4.1369312428969565,3.442791271283567,46,325,1.5500000000000078,1.0713846153846218,1.0,2023-02-05_S1,type_pref_als
5,0,3.3221687718760338,9.627698541338809,5.4049630904746255,46,232,1.4499999999999937,1.2295258620689662,1.0,2023-02-05_S2,type_pref_als
24,0,3.2376790743432187,4.288798470805256,3.6836774903282734,46,1089,1.3499999999999837,1.043755739210292,1.0,2023-02-06_S0,type_pref_als
